Link,status,url
https://en.wikipedia.org/wiki/List_of_proprietary_software_for_Linux,404,https://en.wikipedia.org/wiki/Qoppa_Software
https://en.wikipedia.org/w/index.php?title=Notepad2&action=edit&section=2,404,https://en.wikipedia.org/wiki/Template:Editnotices/Page/Notepad2
https://en.wikipedia.org/w/index.php?title=IntelliCAD&action=edit&section=7,404,https://en.wikipedia.org/wiki/Template:Editnotices/Page/IntelliCAD
https://en.wikipedia.org/wiki/Template:Editnotices/Page/IntelliCAD,404,https://en.m.wikipedia.org/w/index.php?title=Template:Editnotices/Page/IntelliCAD&mobileaction=toggle_view_mobile
https://en.m.wikipedia.org/w/index.php?title=Template:Editnotices/Page/IntelliCAD&mobileaction=toggle_view_mobile,404,https://en.wikipedia.org/w/index.php?title=Template:Editnotices/Page/IntelliCAD&mobileaction=toggle_view_desktop
https://zh.m.wikipedia.org/wiki/Special:%E7%A7%BB%E5%8A%A8%E7%89%88%E8%AF%AD%E8%A8%80/%E5%90%8C%E6%AD%A5,404,https://zh.wikipedia.org/wiki/Special:%E7%A7%BB%E5%8A%A8%E7%89%88%E8%AF%AD%E8%A8%80/%E5%90%8C%E6%AD%A5
https://zh.m.wikipedia.org/w/index.php?title=X.Org_Server&action=edit&section=4,404,https://zh.m.wikipedia.org/wiki/Template:Editnotices/Page/X.Org_Server
https://zh.m.wikipedia.org/wiki/Template:Editnotices/Page/X.Org_Server,404,https://zh.wikipedia.org/w/index.php?title=Template:Editnotices/Page/X.Org_Server&mobileaction=toggle_view_desktop
https://zh.m.wikipedia.org/wiki/Template:Editnotices/Page/X.Org_Server,404,https://zh.wikipedia.org/wiki/Template:Editnotices/Page/X.Org_Server
https://zh.m.wikipedia.org/w/index.php?title=%E6%97%A5%E6%9C%AC%E4%BE%B5%E7%95%A5%E9%97%9C%E5%B3%B6&action=edit&redlink=1,404,https://zh.m.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E4%BE%B5%E7%95%A5%E9%97%9C%E5%B3%B6
https://zh.m.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC%E4%BE%B5%E7%95%A5%E9%97%9C%E5%B3%B6,404,https://zh.wikipedia.org/w/index.php?title=%E6%97%A5%E6%9C%AC%E4%BE%B5%E7%95%A5%E9%97%9C%E5%B3%B6&mobileaction=toggle_view_desktop
https://zh.wikipedia.org/w/index.php?title=%E6%97%A5%E6%9C%AC%E4%BE%B5%E7%95%A5%E9%97%9C%E5%B3%B6&mobileaction=toggle_view_desktop,404,https://zh.m.wikipedia.org/w/index.php?title=%E6%97%A5%E6%9C%AC%E4%BE%B5%E7%95%A5%E9%97%9C%E5%B3%B6&mobileaction=toggle_view_mobile
https://zh.wikipedia.org/w/index.php?title=%E6%97%A5%E6%9C%AC%E4%BE%B5%E7%95%A5%E9%97%9C%E5%B3%B6&mobileaction=toggle_view_desktop,404,https://zh.wikipedia.org/w/index.php?title=%E6%97%A5%E6%9C%AC%E4%BE%B5%E7%95%A5%E9%97%9C%E5%B3%B6&variant=zh-tw&mobileaction=toggle_view_desktop
